Group,x,y,t,s,Reply,Gender
R,12.698300327034,434.65114686762,0,1,Disagree,Male
P,6.1546644494658,162.11352319322,0,0,Disagree,Female
Q,0.99722073785831,-182.88921674801,1,0,Agree,Female
Q,-12.186900876084,97.346781738264,0,0,Disagree,Female
Q,4.8772964192914,-33.406046783741,0,0,Disagree,Female
P,10.886206449422,94.394052219295,0,0,Disagree,Female
R,-54.053315109132,720.59885537652,0,1,Disagree,Male
P,18.281222297475,26.078767707142,0,0,Disagree,Female
P,-4.2263858519617,191.04262193015,0,1,Disagree,Male
S,-3.701270660712,-288.21395853079,0,1,Disagree,Male
S,-24.444573663382,220.40428449605,1,1,Agree,Male
Q,-3.9910009386907,-273.13441073156,0,1,Disagree,Male
R,-19.128899300531,214.3713360058,0,0,Disagree,Female
S,-18.721652807538,-199.14113095363,1,1,Agree,Male
P,1.0604391014485,119.59225569134,0,1,Disagree,Male
P,7.902862801637,510.36079877306,0,1,Disagree,Male
Q,-13.345506757659,-369.17666927826,0,1,Disagree,Male
P,23.696291275181,234.10201957408,0,0,Disagree,Female
R,17.065657560744,-50.291672666693,0,0,Disagree,Female
Q,-14.101053224924,-179.81718078201,0,1,Disagree,Male
S,8.2863692800917,-166.98965075286,0,1,Disagree,Male
S,7.7693693306154,-55.828781887809,0,1,Disagree,Male
R,-32.012352247263,648.58976707169,0,1,Disagree,Male
S,-36.062470589794,-174.19917083634,0,0,Disagree,Female
Q,-7.498864790657,-465.96133555051,0,0,Disagree,Female
P,13.451253330545,5.5165252464435,0,0,Disagree,Female
Q,-8.9545049788218,-249.65262989451,0,1,Disagree,Male
S,-42.100532244938,-101.83775546767,1,1,Agree,Male
R,20.534912351302,112.14786077391,0,0,Disagree,Female
S,0.67087238406337,77.102864912293,0,0,Disagree,Female
Q,4.4025353036833,-120.32851576774,0,1,Disagree,Male
R,7.0880796034299,241.05066855394,0,0,Disagree,Female
P,14.677441167495,178.039560352,0,1,Disagree,Male
R,-25.100958542014,400.85491506795,0,1,Disagree,Male
S,-16.098703096667,81.891979715737,1,1,Agree,Male
Q,-24.254348149176,32.515177528148,0,0,Disagree,Female
S,-12.074893914198,-51.367567538921,0,1,Disagree,Male
Q,3.0727041722614,-234.52969005496,0,0,Disagree,Female
P,15.866619408534,84.634938696229,0,1,Disagree,Male
S,-18.912891157397,-119.32760350375,1,1,Agree,Male
Q,-7.2021023795018,-128.22610105259,0,1,Disagree,Male
Q,-16.87564882444,-374.63186485862,0,1,Disagree,Male
Q,-9.4822735746774,8.6879529662839,0,1,Disagree,Male
R,-0.55427875535296,327.23544589022,0,0,Disagree,Female
R,-16.996871605514,226.25827107777,0,0,Disagree,Female
R,-17.210414516838,575.27285091731,0,0,Disagree,Female
R,10.673111345467,176.54600465416,0,0,Disagree,Female
R,43.754008324237,-44.760243495349,0,1,Disagree,Male
R,0.48468671156311,394.60963672614,0,0,Disagree,Female
S,-22.232284578137,-106.61390011134,0,0,Disagree,Female
P,-3.6219516459955,147.03413839081,0,1,Disagree,Male
Q,-5.8480866150223,-236.73704427934,0,1,Disagree,Male
S,-17.978993412563,-140.93043572313,0,0,Disagree,Female
S,-8.5367704651024,-64.865456585244,0,0,Disagree,Female
P,11.880930432529,80.785602738981,0,0,Disagree,Female
P,1.1525445152784,191.90342817311,0,1,Disagree,Male
S,-1.8059506648248,-156.94479562014,1,1,Agree,Male
P,32.252814488603,119.84301760087,0,1,Disagree,Male
R,11.50989415986,97.728552536912,0,0,Disagree,Female
S,-12.358540673441,11.519412947595,0,0,Disagree,Female
R,-0.082300101910869,50.086425355676,0,0,Disagree,Female
S,6.2594902106838,-8.6478227081932,0,1,Disagree,Male
R,39.149405148881,13.210576032852,0,0,Disagree,Female
P,-4.8169945873399,142.87762717711,0,0,Disagree,Female
R,-23.608585086935,336.09750898746,0,0,Disagree,Female
S,-43.240172824934,-145.50349497772,1,1,Agree,Male
R,31.058122058426,172.13433967444,0,1,Disagree,Male
S,15.963427526394,78.440997510422,0,0,Disagree,Female
R,-41.605516008383,514.00838511158,0,1,Disagree,Male
S,-19.040316323768,-83.716786360236,1,1,Agree,Male
S,-32.583227276608,-34.503009759124,0,1,Disagree,Male
P,2.7754045332667,231.00890847203,0,0,Disagree,Female
P,-0.59147483324235,154.0244027828,0,0,Disagree,Female
S,-13.040344431084,39.608917738129,0,0,Disagree,Female
P,3.353409692344,189.75899732893,0,0,Disagree,Female
Q,-6.5673769803566,-266.0341129848,0,1,Disagree,Male
R,2.5760878248029,357.61066921782,0,1,Disagree,Male
S,-31.905609723602,46.26597074711,0,1,Disagree,Male
P,-2.0627057100938,177.37170810922,0,1,Disagree,Male
S,0.68542255632831,-270.45411942455,1,1,Agree,Male
Q,-10.302942684061,-130.71302779006,0,0,Disagree,Female
R,-22.990627906281,363.00834567799,0,0,Disagree,Female
P,37.100018105982,-77.935497110214,0,0,Disagree,Female
P,21.354158541353,-19.050304151164,0,1,Disagree,Male
R,10.956040824743,254.68205426945,0,0,Disagree,Female
R,-23.181804281744,163.7422979864,0,0,Disagree,Female
S,-7.1000507097226,77.618309690439,1,1,Agree,Male
P,19.104835290976,226.00310026249,0,0,Disagree,Female
Q,-17.577465534945,-82.151404657006,0,1,Disagree,Male
R,-24.141198944832,403.76739269205,0,0,Disagree,Female
S,-4.6182814704339,-41.035064513346,0,0,Disagree,Female
R,-1.7691849380588,432.37148046976,0,1,Disagree,Male
P,-6.9607284669581,270.57427750229,0,1,Disagree,Male
S,-19.647591193508,-74.544586827301,0,0,Disagree,Female
R,-51.890595999961,705.96551440375,0,1,Disagree,Male
S,6.2230859176363,-65.525842604938,1,1,Agree,Male
R,64.227347560798,-199.24046739994,0,0,Disagree,Female
Q,3.2068266338701,-103.33746072479,0,1,Disagree,Male
P,14.921394263358,-13.147605456481,0,1,Disagree,Male
S,-36.173879044211,13.916533971167,0,0,Disagree,Female
R,3.9639157014731,36.059906442678,0,1,Disagree,Male
S,-7.5876221743355,97.255122386504,0,1,Disagree,Male
Q,-10.68053033514,-204.51171683777,0,1,Disagree,Male
S,-2.7976599479083,190.8852048688,0,0,Disagree,Female
P,8.2117038379478,10.614380983456,0,1,Disagree,Male
R,26.832308137711,216.41152661034,0,1,Disagree,Male
Q,-14.935435947932,-424.83417722575,0,1,Disagree,Male
R,5.9410830693976,-116.25227690593,0,0,Disagree,Female
Q,0.87846136972237,-374.16816428451,0,1,Disagree,Male
R,16.041400112697,191.67190084684,0,0,Disagree,Female
R,3.6240981475562,351.33848203315,0,0,Disagree,Female
Q,-2.9036195417417,-353.14990763187,0,1,Disagree,Male
Q,-10.149738465506,-103.04219414575,0,0,Disagree,Female
S,-6.0675167832838,-195.1243147818,1,1,Agree,Male
S,-4.9204847630674,7.7406430243238,0,1,Disagree,Male
P,-13.996758909429,411.51217878634,0,0,Disagree,Female
R,29.696150369335,142.86660905502,0,1,Disagree,Male
S,12.117894104271,97.469642773024,0,0,Disagree,Female
R,13.450060230889,286.60944576124,0,1,Disagree,Male
S,-13.270461200862,-88.584604286861,0,0,Disagree,Female
P,-3.0595901431793,159.63588503405,0,1,Disagree,Male
Q,0.53693361698507,-132.98963071405,0,1,Disagree,Male
R,-0.94651307163133,253.04058013998,0,1,Disagree,Male
S,-17.372369190851,-129.83878117606,1,1,Agree,Male
P,9.1332325661244,233.71771205157,0,0,Disagree,Female
R,24.269501944664,-101.16505932676,0,1,Disagree,Male
S,0.18602959075293,68.135721443284,0,1,Disagree,Male
P,8.2009563670498,190.19885354452,0,1,Disagree,Male
S,-11.342572074077,-130.47549338475,1,1,Agree,Male
Q,3.1158160591106,-124.36199011438,0,1,Disagree,Male
P,16.252634940787,203.37525621912,0,1,Disagree,Male
P,19.984501575578,9.014329330071,0,0,Disagree,Female
S,8.2229880593824,-202.16778718967,0,0,Disagree,Female
Q,-23.099338360177,-84.502625937342,0,1,Disagree,Male
S,-1.3912127811421,161.28038258258,1,1,Agree,Male
S,-8.5537166504905,-145.04864022836,1,1,Agree,Male
R,-13.444200882895,367.53104254395,0,1,Disagree,Male
S,-8.2036105213704,-35.020826090603,1,0,Agree,Female
P,6.6776090891462,223.41437007692,0,0,Disagree,Female
S,-43.429310660078,-211.70792134558,0,1,Disagree,Male
Q,10.938053088234,-331.40352915991,0,0,Disagree,Female
R,17.24024899967,137.40339213303,0,0,Disagree,Female
Q,-10.935873484209,-239.40109124798,0,1,Disagree,Male
R,18.271059014495,-64.937704762881,0,0,Disagree,Female
P,5.5759745983295,173.99522648612,0,0,Disagree,Female
P,31.0107079926,-119.91978091417,0,1,Disagree,Male
R,-6.2782698726646,188.49850336392,0,1,Disagree,Male
Q,-17.331447009617,-195.68773462655,0,0,Disagree,Female
P,16.93198302385,4.6568226300445,0,1,Disagree,Male
Q,-10.001049818472,-357.88163355872,0,0,Disagree,Female
R,64.732372468213,-373.61118569766,0,0,Disagree,Female
R,-6.703378446262,254.70506594642,0,0,Disagree,Female
Q,-11.324090386892,-188.12612437975,0,0,Disagree,Female
R,3.1302512344579,283.10794159822,0,1,Disagree,Male
R,-39.547361239114,387.93518613835,0,1,Disagree,Male
P,23.293177649515,-210.21379777473,0,0,Disagree,Female
S,-49.471022128347,237.41344705383,1,0,Agree,Female
Q,4.5942167805481,-227.87154314894,0,0,Disagree,Female
S,-12.27647430742,3.0807176479514,0,1,Disagree,Male
Q,-2.9964779973945,-212.20920325313,0,1,Disagree,Male
S,-28.946303947338,-0.70216664145804,0,1,Disagree,Male
R,-3.5012876132975,208.01335656364,0,1,Disagree,Male
Q,-5.08038168218,-349.38454473316,0,1,Disagree,Male
Q,3.7518764868155,-381.25340317388,0,1,Disagree,Male
R,-30.573887281853,368.65399339546,0,0,Disagree,Female
Q,-7.7228095874762,-167.52938504635,0,1,Disagree,Male
S,-11.968763242461,-159.32560374463,0,0,Disagree,Female
P,5.3445052478204,160.15070024652,0,0,Disagree,Female
S,-23.279538027607,-77.539142894344,0,0,Disagree,Female
P,13.535686185833,41.303218475684,0,1,Disagree,Male
S,-16.726137670095,-111.57202125973,1,0,Agree,Female
Q,-0.70046890978723,-207.4827348052,0,1,Disagree,Male
Q,-6.222115581493,71.892328720024,0,0,Disagree,Female
R,4.2929959536032,177.5164159739,0,0,Disagree,Female
R,8.7021955362066,152.35379113832,0,0,Disagree,Female
P,12.561955676676,211.19646933218,0,0,Disagree,Female
R,-16.15054910963,455.21170774159,0,1,Disagree,Male
S,-47.732065538751,-38.669168479121,0,0,Disagree,Female
Q,1.7664062896587,-271.25401450333,0,1,Disagree,Male
Q,-21.008212832272,-68.740691918759,0,1,Disagree,Male
Q,-17.861418444599,-141.1284294306,0,0,Disagree,Female
P,8.3620016478756,238.1375048231,0,0,Disagree,Female
R,-11.906896319663,349.23362012824,0,0,Disagree,Female
R,-14.913792241325,236.56175596852,0,1,Disagree,Male
Q,14.555439762098,-43.258285393127,0,0,Disagree,Female
S,-15.940241033649,-132.95129926454,1,0,Agree,Female
P,4.2161611561739,376.35695539012,0,0,Disagree,Female
Q,20.515853088124,-100.60339762345,0,1,Disagree,Male
S,-21.54926034694,95.832626139667,1,1,Agree,Male
Q,-6.280575691853,-354.66969133526,0,1,Disagree,Male
S,-13.610235192631,66.909564201212,0,1,Disagree,Male
P,-17.954921993406,136.49384745932,1,1,Agree,Male
S,-7.5861523196037,-180.13973170712,0,1,Disagree,Male
P,13.476216632163,123.87418372504,0,0,Disagree,Female
R,-6.3315351490544,230.5491178802,0,0,Disagree,Female
Q,-7.8610227023536,-233.4229235828,1,0,Agree,Female
P,-17.710619556583,414.75829406165,0,0,Disagree,Female
P,-2.5230816330402,409.17172081497,0,0,Disagree,Female
R,-0.20579077918353,186.38583034947,0,1,Disagree,Male
Q,-13.88535390137,-238.9764828924,1,0,Agree,Female
R,15.949067609827,232.70587854586,0,0,Disagree,Female
Q,-24.680811285358,-101.84866519684,0,1,Disagree,Male
P,7.2516993932667,445.94771924473,0,0,Disagree,Female
S,-2.1772003514586,-0.55625262416721,0,0,Disagree,Female
R,1.3929924594206,-54.87091991439,0,0,Disagree,Female
Q,-10.18489579865,305.84195779024,0,0,Disagree,Female
S,7.4649044747767,-336.52981008614,0,1,Disagree,Male
S,2.6602380586137,-298.26772530576,0,0,Disagree,Female
R,5.7758286654837,108.2399707922,0,1,Disagree,Male
S,7.2705161009312,-22.47410907991,1,1,Agree,Male
P,3.1622284870419,28.803171046918,0,1,Disagree,Male
S,24.58309835409,103.32882607883,0,0,Disagree,Female
Q,-10.168710021846,11.75727096049,0,1,Disagree,Male
P,-11.012478134601,317.79853493571,0,1,Disagree,Male
Q,-9.5860649252246,39.63320600364,0,0,Disagree,Female
P,-2.7858609607377,445.0955498964,0,0,Disagree,Female
S,-17.824890219991,34.487771048438,0,1,Disagree,Male
R,30.290361897689,-24.179447072642,0,0,Disagree,Female
Q,-4.3039928298928,-261.66656678108,1,0,Agree,Female
P,17.410847672453,-155.3199863901,0,0,Disagree,Female
Q,-2.0520656751711,-84.9046987779,0,1,Disagree,Male
R,3.0863113422349,241.20210230313,0,0,Disagree,Female
P,-11.52324720543,341.38171126898,0,1,Disagree,Male
P,-4.200521551166,69.583106350425,0,1,Disagree,Male
S,2.720872301944,-166.03151612451,1,0,Agree,Female
S,0.84985902060283,-116.48658329178,0,1,Disagree,Male
Q,-6.9760536649153,-329.64177793294,0,1,Disagree,Male
P,12.314922262595,32.065514450458,0,1,Disagree,Male
P,7.8695969194498,274.33205043866,0,1,Disagree,Male
S,21.020851974851,58.798439273983,0,0,Disagree,Female
R,2.7995467091908,271.52856188339,0,1,Disagree,Male
S,-43.30405911538,-59.238953179325,0,0,Disagree,Female
P,-4.3445812265131,340.96709266583,0,0,Disagree,Female
R,-15.333725269108,143.80627794275,0,0,Disagree,Female
R,10.288516770717,-34.196950856688,0,1,Disagree,Male
S,-16.505668623143,-152.09575272915,0,0,Disagree,Female
P,8.9727500337049,36.691739583244,0,1,Disagree,Male
P,-4.6837393896113,273.73916449898,1,1,Agree,Male
Q,7.1702019568394,-185.50088101276,0,0,Disagree,Female
P,23.579079374009,-46.065930612882,0,1,Disagree,Male
R,-4.8760079256613,233.73975136398,0,1,Disagree,Male
R,21.335768023662,136.80088910032,0,1,Disagree,Male
R,-57.196257771084,597.4019259938,0,1,Disagree,Male
S,-30.230990573406,-309.07319497646,0,0,Disagree,Female
R,-10.157777095753,215.5749389965,0,1,Disagree,Male
Q,-0.61951224255353,-152.30126545359,0,1,Disagree,Male
R,15.178282923148,214.70107798125,0,0,Disagree,Female
Q,-12.647031782962,-220.31064501466,0,1,Disagree,Male
S,-25.208491243985,-256.06305899474,0,0,Disagree,Female
S,-2.8461250997363,-206.60055442927,1,1,Agree,Male
Q,6.3637630936521,-261.62029671977,0,0,Disagree,Female
Q,8.4713404646476,14.332917628499,0,1,Disagree,Male
P,17.169147101775,-147.33232801889,0,1,Disagree,Male
S,-32.657719982629,226.64750941687,0,0,Disagree,Female
P,-19.403696968408,284.05263565437,0,0,Disagree,Female
P,-10.931357807448,366.95079974455,0,0,Disagree,Female
Q,-10.405008494111,-233.44676856065,0,0,Disagree,Female
P,4.9888520445623,9.3926019381697,0,0,Disagree,Female
S,-4.9383301073398,-289.9695394365,0,0,Disagree,Female
Q,11.583439199991,-306.89587888117,0,1,Disagree,Male
S,1.4754604340882,33.125405460189,0,0,Disagree,Female
R,-6.1898782053915,183.42205436035,0,1,Disagree,Male
Q,-3.0146401217275,-82.857949990713,0,1,Disagree,Male
S,-7.2442994244603,-276.09220731356,0,0,Disagree,Female
S,-3.9712521685154,-62.61432554974,0,0,Disagree,Female
P,-5.1168128164098,30.581224921896,0,0,Disagree,Female
Q,-10.39405909525,-154.92067801949,1,0,Agree,Female
S,-37.480549605787,-77.104850590743,1,1,Agree,Male
R,-49.868730079787,515.9139102995,0,0,Disagree,Female
P,18.04687520631,-71.122034115774,0,0,Disagree,Female
S,-15.023183031018,2.2034899127686,1,1,Agree,Male
R,-27.273833626077,425.61117712111,0,1,Disagree,Male
R,-7.022533784631,313.48810893553,0,1,Disagree,Male
Q,-4.6844899070843,-386.77005409997,0,0,Disagree,Female
P,-8.4702777394421,81.160441570059,0,1,Disagree,Male
R,7.0274505317339,201.01783825039,0,1,Disagree,Male
P,1.6559821659028,166.85969089244,0,1,Disagree,Male
Q,-14.531116438811,-266.5099985411,0,1,Disagree,Male
S,-8.4717006946316,-149.16596450245,0,0,Disagree,Female
P,6.1367385993417,157.0032909615,0,1,Disagree,Male
P,-11.875573945174,457.84437526616,0,0,Disagree,Female
P,-3.3179780949456,382.89322349145,0,1,Disagree,Male
S,7.011968224315,-62.793326107223,0,0,Disagree,Female
Q,-12.44179234814,-94.027062702471,0,0,Disagree,Female
S,-14.738014090219,-88.336754896835,0,0,Disagree,Female
S,1.1216067714252,2.029421476661,0,0,Disagree,Female
S,4.2476782450674,51.02979938827,0,0,Disagree,Female
R,-15.900496234605,95.340428488953,0,0,Disagree,Female
R,-21.028446501134,483.87194091541,0,0,Disagree,Female
P,6.9143824860986,87.845408754817,0,0,Disagree,Female
Q,15.31132754698,-105.61318641278,0,1,Disagree,Male
R,3.886531582515,63.64476868028,0,0,Disagree,Female
S,-18.475754244009,-93.270551971752,0,0,Disagree,Female
R,-15.628707701633,511.52105994035,0,1,Disagree,Male
P,7.2733413345522,319.99440179905,0,1,Disagree,Male
Q,2.7286756996665,-271.03235786782,0,0,Disagree,Female
S,-2.9687367360893,-21.151229553461,0,0,Disagree,Female
P,2.7465160189879,287.81993336176,0,1,Disagree,Male
R,8.0408265651394,192.65861148977,0,0,Disagree,Female
Q,2.0444211415222,-90.962662720104,0,1,Disagree,Male
P,22.581512936662,-113.99139397731,0,0,Disagree,Female
R,24.969367041238,347.0531206555,0,0,Disagree,Female
R,16.279900783338,176.27551998211,0,0,Disagree,Female
S,-16.830147125213,-27.951484028227,1,1,Agree,Male
Q,12.052370665619,-329.80059173834,0,1,Disagree,Male
P,17.928733381875,-38.177432484542,0,1,Disagree,Male
P,29.264337766107,5.1964286808839,0,0,Disagree,Female
S,-34.379693041267,-205.90820744723,0,1,Disagree,Male
P,44.366685105658,-221.0111363493,0,0,Disagree,Female
S,-24.638230674266,330.62290041364,0,0,Disagree,Female
S,-33.330233347756,-134.1280581989,0,1,Disagree,Male
Q,-1.7686610332544,-204.82534397572,0,0,Disagree,Female
S,-17.015322359752,38.850889380486,0,1,Disagree,Male
R,28.200949628465,-144.78805559538,0,0,Disagree,Female
Q,-12.004649787678,-106.28084285896,0,1,Disagree,Male
R,15.111203264497,74.534045310008,0,0,Disagree,Female
R,23.710197788063,56.083033263722,0,1,Disagree,Male
S,-14.686596799962,-158.64870446206,0,0,Disagree,Female
R,1.2303357330292,122.78197106476,0,1,Disagree,Male
S,-28.460152768279,-80.081669718065,0,0,Disagree,Female
P,-2.844614664486,502.75810881879,0,1,Disagree,Male
Q,-3.551379740495,-363.1263849056,0,1,Disagree,Male
S,2.388183113834,179.81417660965,1,1,Agree,Male
Q,12.144850574967,-88.164048696479,0,0,Disagree,Female
S,16.076507534867,-262.99605157366,1,1,Agree,Male
Q,-7.8166187884363,-248.77956310649,0,1,Disagree,Male
Q,9.0851323688799,-36.646818004384,0,1,Disagree,Male
R,-32.123663893493,488.98151624807,0,1,Disagree,Male
Q,7.7540679475079,-202.62142996379,0,1,Disagree,Male
S,-23.10233904007,-72.414315420396,0,0,Disagree,Female
Q,-1.3311067085392,-62.870105910986,0,1,Disagree,Male
Q,-19.060320673073,-191.37761402893,0,1,Disagree,Male
S,4.3926990224946,-44.531374911094,1,1,Agree,Male
R,18.892403867046,-41.458930290983,0,1,Disagree,Male
S,4.5683239905947,-167.43051396284,1,1,Agree,Male
Q,11.565060219059,-383.64459432785,0,0,Disagree,Female
S,-4.2296898175169,-24.843536205983,0,1,Disagree,Male
Q,7.7920073772743,-226.68524456941,0,1,Disagree,Male
R,-1.4713724118058,-116.89628769592,0,1,Disagree,Male
P,17.827191597236,161.15697684519,0,0,Disagree,Female
P,15.796898518594,-167.76201752609,0,0,Disagree,Female
P,-8.4525762719347,286.3909503079,0,1,Disagree,Male
Q,2.8742038932974,-134.36624822829,0,1,Disagree,Male
S,-39.039321293141,57.696383411855,0,1,Disagree,Male
Q,-14.8334004054,-118.60871331189,0,1,Disagree,Male
S,-30.703867040437,-106.75793778373,0,0,Disagree,Female
R,39.686707312561,175.6131375691,0,1,Disagree,Male
Q,-0.50599435926694,-178.91472990528,0,0,Disagree,Female
Q,-3.9863639487821,-64.784403654646,0,1,Disagree,Male
Q,0.88966131950247,-247.34580846333,0,0,Disagree,Female
P,20.716325050088,98.608290955242,0,1,Disagree,Male
R,13.243998712974,575.23946683073,0,0,Disagree,Female
S,1.4112338872679,-138.34456312207,1,1,Agree,Male
S,1.8879210105575,187.88473276789,0,1,Disagree,Male
P,7.4632308475968,0.31431189520021,0,0,Disagree,Female
Q,-3.6990919181607,-91.793425693546,0,1,Disagree,Male
P,28.074611456634,-88.392628488779,0,1,Disagree,Male
R,71.430877804957,-154.27968409671,0,1,Disagree,Male
S,-34.679328720867,-113.2251538314,0,0,Disagree,Female
P,5.4847986537427,192.94608516057,0,1,Disagree,Male
P,29.476694355941,-22.778473071651,0,0,Disagree,Female
R,-6.2422822551999,326.37878129928,0,0,Disagree,Female
P,-17.207583253369,447.44852297122,0,0,Disagree,Female
R,3.9527734559741,424.0662834151,0,0,Disagree,Female
Q,-15.641270160508,-68.590081691551,0,1,Disagree,Male
Q,-4.4903743460264,-389.07897673458,0,1,Disagree,Male
R,-2.4091289962684,281.79551436091,0,0,Disagree,Female
Q,1.2753355099239,-250.66798759143,0,0,Disagree,Female
P,10.854241164333,-14.862809320848,0,0,Disagree,Female
P,1.5880732990746,-4.6891443476496,0,1,Disagree,Male
P,0.99273505201225,258.1611939255,0,0,Disagree,Female
P,20.900258035818,-116.82343956634,0,1,Disagree,Male
S,-27.927127863247,-45.539292238438,0,0,Disagree,Female
P,16.131494800156,187.22084664377,0,0,Disagree,Female
P,6.9909761999692,78.405852924756,0,0,Disagree,Female
S,8.826138233685,-221.37681503472,0,0,Disagree,Female
Q,-5.260979592456,-7.2938209102926,0,0,Disagree,Female
S,-11.759182399492,-99.038799970895,0,1,Disagree,Male
Q,-3.6474353352783,-162.19160994105,0,0,Disagree,Female
Q,-7.2153410353769,-150.34889067959,0,1,Disagree,Male
P,17.588620651322,166.55478481741,0,1,Disagree,Male
P,-0.60819687117272,203.75244961993,0,0,Disagree,Female
R,-48.195395721679,674.01423792449,0,0,Disagree,Female
Q,-0.58487789872329,-27.100107449153,0,0,Disagree,Female
Q,8.3639066546987,-4.5409695634343,0,1,Disagree,Male
R,-1.7959441918861,314.07990472954,0,1,Disagree,Male
Q,-5.2957867515719,-249.44318261856,0,1,Disagree,Male
Q,-2.3263104154385,-30.720044746865,0,0,Disagree,Female
Q,-5.2366879960693,-322.25912271592,0,1,Disagree,Male
S,7.9913539779332,-70.228525603296,0,0,Disagree,Female
Q,0.0087423925328736,16.112454066571,0,0,Disagree,Female
R,-20.736117723275,307.73450335289,0,0,Disagree,Female
Q,-6.3410907100612,-409.82445754987,0,1,Disagree,Male
P,24.12892866746,-117.90474832659,0,0,Disagree,Female
P,20.982757705256,-78.169906229325,0,1,Disagree,Male
Q,-15.582573749396,-156.37797393621,0,1,Disagree,Male
R,-16.262942189008,619.52495384846,0,0,Disagree,Female
R,-24.215049029894,340.25260202505,0,0,Disagree,Female
R,-21.797562630287,393.5205025233,0,1,Disagree,Male
S,10.303870171916,-326.96137357641,0,0,Disagree,Female
R,8.4330223805425,274.43874857968,0,0,Disagree,Female
S,-18.149554530694,-127.80254773507,0,0,Disagree,Female
Q,1.7615465320468,-168.29359186687,0,1,Disagree,Male
R,-31.203545445671,414.00222226605,0,1,Disagree,Male
P,-1.6036353421414,188.44034234688,0,1,Disagree,Male
P,-19.473107744694,371.17802148973,0,0,Disagree,Female
S,31.023041345655,-229.29305598852,0,0,Disagree,Female
Q,13.40355742369,-25.514592232422,0,1,Disagree,Male
S,-47.814826557792,-30.328018061038,0,1,Disagree,Male
Q,3.5345370725424,-232.45072346714,0,0,Disagree,Female
P,13.358835660088,43.303281282216,0,1,Disagree,Male
S,16.335544463403,4.4518354295063,0,0,Disagree,Female
S,-16.579779082248,79.879921471644,1,1,Agree,Male
R,7.9372659860818,32.346904887979,0,0,Disagree,Female
R,-28.287054901611,466.16183070194,0,0,Disagree,Female
R,-25.771803603867,507.86723945563,0,1,Disagree,Male
R,9.7520048947781,-75.1182295648,0,0,Disagree,Female
S,-29.174406471743,-89.168736006677,0,0,Disagree,Female
R,-39.882757939809,563.81055216855,0,0,Disagree,Female
Q,5.5016879325275,71.801457643882,0,0,Disagree,Female
S,4.3823376560501,-1.8280207746793,0,0,Disagree,Female
S,-37.63180873619,-147.21224055496,0,0,Disagree,Female
S,-15.633988646154,-105.45570585479,0,0,Disagree,Female
R,-66.587642999174,711.99821160175,0,1,Disagree,Male
Q,-10.232990567215,-217.94277510929,0,1,Disagree,Male
Q,5.739512376366,-263.43396971581,0,0,Disagree,Female
R,13.113038754143,492.84751127048,0,0,Disagree,Female
P,13.040168552678,-69.425686232013,0,0,Disagree,Female
P,9.0468449318068,194.17289803232,0,0,Disagree,Female
P,-3.9817665819925,247.42495427021,0,0,Disagree,Female
R,-9.0389693072247,280.9123274027,0,0,Disagree,Female
P,-0.018767775976459,211.57062348284,0,1,Disagree,Male
Q,-14.4425892655,-265.36507925222,0,0,Disagree,Female
P,0.50671013654523,192.27423806082,0,1,Disagree,Male
P,-4.4806100188199,283.47797979064,0,1,Disagree,Male
R,-52.553300515541,726.53723793316,0,1,Disagree,Male
Q,-16.864514608804,1.1906954097519,0,1,Disagree,Male
P,17.439027861431,43.691040793756,0,1,Disagree,Male
R,23.190410239711,42.40722564068,0,0,Disagree,Female
R,26.42508396107,336.1805896853,0,0,Disagree,Female
P,10.283064795324,182.49769254471,0,1,Disagree,Male
R,-13.12794348976,233.17140666823,0,0,Disagree,Female
Q,-18.857878927075,-181.35813493764,0,0,Disagree,Female
Q,9.0741445068615,-274.4304198322,0,1,Disagree,Male
S,-14.899438041216,-36.586232397978,0,0,Disagree,Female
R,-34.943326189156,548.62298430718,0,0,Disagree,Female
P,4.3248925797291,215.27659146128,0,1,Disagree,Male
S,-7.9651577491151,-147.45738936563,1,1,Agree,Male
Q,-15.092369238423,-114.75440968934,0,1,Disagree,Male
S,-14.169946347908,63.357923072464,0,0,Disagree,Female
Q,-9.3924538979272,-58.300473767938,0,0,Disagree,Female
S,-8.2539410154586,-36.621364622666,1,1,Agree,Male
S,-34.104388161611,11.338551403647,0,0,Disagree,Female
Q,-15.534418927289,-297.63439094025,0,1,Disagree,Male
Q,-15.908614997709,-234.70882983585,0,0,Disagree,Female
Q,7.7940233097384,3.3946116568496,0,0,Disagree,Female
Q,15.230158566604,66.813518590207,0,0,Disagree,Female
Q,-23.872095689118,-105.28593050981,0,0,Disagree,Female
Q,-2.3613709427236,27.024699374114,0,1,Disagree,Male
S,-6.5029319475884,-57.026252356836,0,1,Disagree,Male
S,-42.908095501786,106.96322802406,0,0,Disagree,Female
P,-0.88427819678759,485.64981543489,0,1,Disagree,Male
R,-16.161217330564,307.11390944902,0,0,Disagree,Female
R,-36.438150792121,650.64804404911,0,0,Disagree,Female
R,-19.134893409039,525.64748359548,0,0,Disagree,Female
R,-30.216503731542,359.33145094539,0,0,Disagree,Female
R,-27.396908337435,741.8569202767,0,0,Disagree,Female
Q,-15.8673511864,-179.76881510521,0,0,Disagree,Female
Q,-0.55007453521252,-221.57868342501,0,1,Disagree,Male
S,-4.2778304276419,-142.98540627723,0,0,Disagree,Female
R,30.915621643847,166.40641525127,0,1,Disagree,Male
